Date Time	Elapsed	"A1, Image 1"	"A1, Image 2"	"A1, Image 3"	"A1, Image 4"	"A1, Image 5"	"A1, Image 6"	"A1, Image 7"	"A1, Image 8"	"A1, Image 9"	"A1, Image 10"	"A1, Image 11"	"A1, Image 12"	"A1, Image 13"	"A1, Image 14"	"A1, Image 15"	"A1, Image 16"	"B1, Image 1"	"B1, Image 2"	"B1, Image 3"	"B1, Image 4"	"B1, Image 5"	"B1, Image 6"	"B1, Image 7"	"B1, Image 8"	"B1, Image 9"	"B1, Image 10"	"B1, Image 11"	"B1, Image 12"	"B1, Image 13"	"B1, Image 14"	"B1, Image 15"	"B1, Image 16"	"A2, Image 1"	"A2, Image 2"	"A2, Image 3"	"A2, Image 4"	"A2, Image 5"	"A2, Image 6"	"A2, Image 7"	"A2, Image 8"	"A2, Image 9"	"A2, Image 10"	"A2, Image 11"	"A2, Image 12"	"A2, Image 13"	"A2, Image 14"	"A2, Image 15"	"A2, Image 16"	"B2, Image 1"	"B2, Image 2"	"B2, Image 3"	"B2, Image 4"	"B2, Image 5"	"B2, Image 6"	"B2, Image 7"	"B2, Image 8"	"B2, Image 9"	"B2, Image 10"	"B2, Image 11"	"B2, Image 12"	"B2, Image 13"	"B2, Image 14"	"B2, Image 15"	"B2, Image 16"	"A3, Image 1"	"A3, Image 2"	"A3, Image 3"	"A3, Image 4"	"A3, Image 5"	"A3, Image 6"	"A3, Image 7"	"A3, Image 8"	"A3, Image 9"	"A3, Image 10"	"A3, Image 11"	"A3, Image 12"	"A3, Image 13"	"A3, Image 14"	"A3, Image 15"	"A3, Image 16"	"B3, Image 1"	"B3, Image 2"	"B3, Image 3"	"B3, Image 4"	"B3, Image 5"	"B3, Image 6"	"B3, Image 7"	"B3, Image 8"	"B3, Image 9"	"B3, Image 10"	"B3, Image 11"	"B3, Image 12"	"B3, Image 13"	"B3, Image 14"	"B3, Image 15"	"B3, Image 16"
8/17/16 14:00	20	55.39806	48.47169	43.10053	43.79647	45.14914	63.20436	49.8193	39.70221	44.08626	51.02743	55.35905	38.46762	50.94764	46.45052	62.64077	50.26676	6.983794	6.568509	5.677497	10.35118	7.168779	7.223488	17.39362	8.981061	6.361142	12.87929	11.33683	7.853115	7.041334	4.83325	5.246739	6.600768	46.92619	39.7574	38.3209	40.168	40.09814	36.80074	39.8117	31.413	28.36007	38.38368	37.76146	30.04704	25.69193	25.51468	31.13795	30.38108	5.881755	6.010582	4.43102	2.526525	5.656705	8.971459	8.501671	2.192128	5.119154	9.840431	3.588708	2.22335	3.852577	3.466097	2.34147	4.097521	23.11546	18.48475	16.97115	21.09375	20.58417	22.44804	33.08514	19.77826	19.19616	25.30545	19.88257	20.09795	18.44924	14.11479	13.37962	19.11258	2.139216	2.248425	3.7567	2.369515	2.341056	4.121836	2.091001	1.172635	1.327365	2.614044	1.507584	0.8674568	1.038627	0.6301116	0.6466208	1.109914
8/17/16 16:00	22	54.75665	48.63547	44.42881	42.07221	45.77938	58.07195	47.87848	38.66165	44.55963	50.60497	55.45238	37.6937	49.69027	46.04492	59.51044	47.82314	7.605546	6.000981	6.291238	9.967606	8.0419	9.014286	18.53131	9.106087	6.16255	13.58063	11.63116	7.301751	6.780918	4.797815	5.836235	6.764616	49.52324	37.09184	37.15131	38.89742	37.25539	35.93427	41.49833	31.32868	29.89286	36.68427	34.44296	29.69945	28.04528	24.2108	30.07212	29.73396	6.681241	6.467865	4.326923	3.151663	6.160961	9.00482	8.812166	2.375041	5.21448	8.862316	3.548505	2.280683	3.868466	3.245675	2.173892	4.243618	22.6465	18.21266	17.68264	20.47634	18.49207	20.89508	31.70541	18.46499	18.66848	24.56889	20.2006	19.50611	19.24389	14.93693	12.64596	19.3853	2.333733	3.057789	3.634228	2.415382	2.358394	4.178271	2.205874	1.094924	1.087049	2.842133	1.098931	1.105078	0.7892629	0.6447557	0.5019755	1.636273
8/17/16 18:00	24	53.61556	45.12378	43.39763	43.44046	44.60585	60.36263	46.66058	39.6111	44.87441	48.18944	52.15855	38.8442	49.0171	46.61383	64.49595	47.86395	7.689269	6.169249	5.907521	10.13566	7.269355	8.270543	18.84028	9.42059	6.203306	13.03078	11.38836	7.648931	6.955957	5.402504	5.421916	6.777397	46.95145	38.26702	35.03143	40.23409	37.11122	35.48167	38.50948	30.44484	28.41484	37.30699	33.402	28.10634	24.67016	24.95123	28.15685	30.06286	6.131397	6.203028	4.089162	2.898154	4.801337	9.064297	8.835583	3.366973	5.524148	8.956951	3.498149	2.0948	3.903279	3.322695	2.097217	4.44152	23.26778	18.20803	16.12531	20.81448	18.65703	21.14584	32.62682	19.26414	20.59702	26.78575	21.41916	18.37174	18.85486	14.71859	12.54207	17.77499	2.297953	2.806697	3.809335	1.794388	2.632349	5.085722	2.03118	1.494115	1.076619	2.129545	0.9908956	0.7800066	1.306228	0.5836234	0.5081233	1.1296
8/17/16 20:00	26	53.10271	45.34519	42.53418	43.00059	42.46692	58.52653	45.63059	40.14292	45.87303	47.29269	56.76979	39.26371	48.62594	47.88897	61.506	48.85803	7.999488	7.535088	5.8276	9.619182	7.383883	7.622954	20.87664	8.723613	6.13333	12.1848	11.63538	7.83785	6.745482	4.809072	5.359334	7.176723	50.00047	36.64713	36.42324	35.81516	37.45544	33.84126	37.4879	31.73954	28.56156	37.24898	31.72737	27.96004	25.32755	24.57062	28.6506	28.07567	6.483407	5.927622	4.74946	2.915976	6.161651	9.621531	9.952543	3.239804	5.779729	8.949629	3.560454	2.002998	4.19789	3.351155	2.290354	3.432388	23.56033	18.16513	16.30547	19.54762	17.39003	20.86131	29.46217	17.82631	19.35503	25.49859	19.85922	19.03714	18.96282	14.3022	12.71759	19.52676	2.458554	2.513055	3.708347	1.831482	2.420562	4.765003	2.264796	1.031651	0.8723612	2.353627	1.486516	0.5083305	0.8483229	0.7561063	0.9875801	1.765998
8/17/16 22:00	28	54.87885	46.72801	41.85862	41.23113	44.84569	59.44371	45.4818	38.76941	44.18719	48.71789	57.83908	39.39682	50.99733	49.0359	65.44031	49.70523	7.234611	6.320179	5.729098	9.549069	7.646578	7.467258	22.76311	8.697984	6.937169	13.08708	11.25152	7.618811	7.486735	5.76543	5.399535	7.7638	48.6955	37.79162	34.32679	39.43937	36.58897	34.83883	37.18499	31.3456	28.00018	35.47705	32.44695	27.97302	25.32984	25.22256	27.44543	29.0183	6.185138	5.655394	4.067058	3.153736	5.732137	8.269784	9.5213	2.748743	5.704782	9.561714	3.159607	2.436588	3.833375	3.199947	2.647063	3.448206	22.70557	19.2289	16.89551	18.31157	17.5532	19.62533	29.26552	17.75868	18.54173	26.05983	19.68107	18.12962	18.41195	14.53947	12.01667	20.52726	2.642849	2.501105	3.564116	1.726555	2.314185	5.339854	2.249392	1.708181	1.369225	2.358532	1.198055	0.4217092	0.9077972	0.9669954	0.7684019	1.156816
8/18/16 0:00	30	52.90403	41.69071	40.3386	43.00362	44.14581	56.73969	45.64986	38.22701	44.40359	46.41024	56.66756	38.17094	50.94585	48.79973	65.04753	51.73852	7.528389	6.961553	5.71383	9.683494	7.543379	8.223363	23.00977	9.100768	6.446727	12.89587	11.65099	7.521829	7.071796	4.695444	5.146788	7.308796	48.84617	37.35031	35.47924	37.78321	34.63335	35.03094	35.34711	31.00747	29.44214	35.35471	31.94151	26.85801	24.9696	24.15126	30.4916	30.2332	6.077518	5.835821	4.017462	2.926544	5.398015	8.701716	9.646744	2.949063	5.727855	10.16916	3.655297	2.153929	3.250788	3.445789	2.530324	3.206786	22.26348	16.71198	16.06114	19.58499	20.38041	19.75996	29.82794	18.14973	18.10373	25.62071	19.48828	17.72829	18.87959	14.08302	12.24649	18.07457	2.124986	2.675936	3.533861	1.712464	2.626547	5.416391	2.640363	1.012447	1.072958	2.561615	1.225133	1.282258	1.601666	0.9105602	0.4510665	1.062942
8/18/16 2:00	32	50.68978	45.01726	37.88682	40.33702	43.13197	57.26196	39.81142	37.76352	40.84624	46.55774	54.9294	36.37703	48.85099	47.32048	63.82552	49.20632	7.259061	6.017006	5.753827	9.73834	6.841636	6.66791	21.8198	8.75304	6.60726	13.98306	11.76192	7.707367	7.613978	4.827379	4.974026	7.023098	48.78592	36.0201	34.84969	37.75801	36.74217	33.7884	34.04371	32.861	27.09086	34.83256	31.5	28.26965	24.74166	25.80771	29.59287	29.98011	5.948275	5.642892	4.737649	3.369529	5.743603	8.081136	9.239193	2.599676	5.63329	9.652615	3.55638	2.236475	3.648665	3.030987	1.989251	3.423477	23.2689	18.06393	16.47608	19.94688	18.2014	19.55322	29.49271	16.90353	18.36974	24.50631	19.68999	19.26371	18.91764	13.36463	11.59531	18.11091	2.163876	2.34078	3.550577	1.70528	2.618811	6.017076	2.640501	1.075376	0.7371794	2.519134	1.016799	1.091401	0.9519369	0.7603199	0.8186893	1.459991
8/18/16 4:00	34	56.08947	42.24594	38.34675	42.56548	45.05614	55.55088	43.85851	37.76933	43.26963	48.20846	56.33979	37.15172	49.55827	49.06712	68.69093	49.59494	6.946768	6.02868	5.689792	9.518606	6.323013	7.11055	23.54422	8.999918	6.76952	12.85415	11.64235	7.74874	7.805177	4.636728	4.751465	6.836594	49.85465	37.56452	33.14406	38.54367	36.22099	34.59576	36.18113	28.99148	28.80131	32.93898	32.62764	27.24842	26.22057	25.50301	28.17763	27.13624	5.57105	5.714867	4.158999	3.074298	5.749544	8.643762	10.30262	2.680357	5.47248	9.682182	3.499254	2.315567	3.942722	3.63934	1.98635	3.562114	24.41823	16.30803	16.80758	20.72972	20.98302	20.11737	29.7858	16.62211	18.56694	25.75506	18.49269	18.30777	18.85831	13.76008	11.73615	20.72012	2.244073	2.581234	3.471348	1.721582	2.420424	5.652285	2.348861	1.180095	0.7457449	2.405297	1.243507	1.327849	1.321908	0.6546336	0.4122458	1.342976
8/18/16 6:00	36	53.84753	41.91556	38.80726	39.54471	43.35979	54.66816	43.64375	36.67835	43.54644	47.8375	57.58153	35.96451	48.09314	46.80017	69.02105	47.72316	7.182527	6.340697	5.816824	9.823994	6.375858	6.952573	21.20365	9.140971	6.950154	12.71731	11.75108	7.703846	6.937789	4.775849	4.602743	7.163117	50.03807	35.58356	32.04016	37.25139	36.30478	33.34128	33.49358	30.26	28.83516	34.78731	30.57063	28.37976	24.66511	25.17055	28.90543	28.15996	6.146731	5.827531	4.271039	2.259753	5.10534	8.598102	9.867166	3.748411	5.234029	9.435856	3.963444	2.642918	3.230134	3.425757	2.233573	3.717741	23.58159	16.39644	15.28162	17.76442	21.38414	19.42522	27.67703	16.21208	19.17785	24.31732	19.28105	18.91011	17.91874	13.38023	11.65693	18.48385	2.557263	2.569697	3.586911	1.760886	2.109167	6.399479	3.1317	1.051683	0.9049651	3.030987	0.7050591	0.8609638	0.8300176	1.420341	0.3530476	0.9529729
8/18/16 8:00	38	56.71273	41.64975	38.23504	39.10602	45.09858	56.93874	44.81507	35.58998	45.2189	46.6141	57.15172	33.3841	48.38937	47.86023	69.78117	46.36322	7.589521	6.209658	5.559931	9.497472	6.987455	6.288613	19.86986	9.840296	6.04816	13.19712	11.64463	7.788187	7.574394	4.797883	4.579189	7.104125	49.24016	34.49935	33.08666	36.2355	37.39024	31.64222	35.02134	29.78317	28.19408	32.44627	30.23984	26.81718	24.50549	27.30783	28.442	28.18834	6.412879	6.507444	4.15665	3.225988	4.940594	8.352881	10.26235	2.964467	6.223062	9.407048	3.478531	2.447433	3.91081	3.392324	2.212782	3.457946	23.96033	17.35873	15.45065	19.06747	17.00714	19.19513	26.95444	15.79437	19.49857	24.72991	18.34425	19.44738	19.77654	13.32905	11.47685	19.85653	2.267766	2.546005	3.524812	1.678893	2.397284	6.228378	2.300094	1.847024	1.364251	2.28317	0.9819158	1.197295	1.236737	0.61229	1.13333	0.9888235
8/18/16 10:00	40	53.34114	40.90855	38.46029	39.43843	43.6175	54.97556	43.68167	35.58941	42.9353	48.56861	56.78505	37.11055	45.69712	48.53303	65.67474	45.82233	7.279439	6.114887	5.93819	9.553629	6.437334	6.596693	21.13415	9.810108	6.097894	13.77127	11.00347	8.444059	7.21665	4.781581	4.520473	7.000995	47.90644	35.2323	31.49751	36.18195	35.54771	33.29871	36.65498	29.4688	28.62178	34.55493	30.54141	26.64678	25.51523	27.04216	27.62647	30.82026	5.723366	5.993865	4.16936	3.298312	4.811423	8.105245	10.26656	2.971236	5.258068	9.885817	3.56536	2.090932	3.224607	2.652036	2.749295	3.593197	21.96452	17.54392	15.74029	18.91482	20.84301	17.67615	27.20981	16.2167	18.29527	25.23831	19.04799	20.04006	19.56904	12.93525	11.19826	19.27359	2.281788	2.698939	3.231445	1.906637	2.316534	5.855091	2.456206	1.266233	0.8650393	2.349483	0.682264	0.6748728	1.094302	1.138511	0.7730991	0.8045285
8/18/16 12:00	42	56.29836	40.95319	38.05675	39.66699	45.12917	53.07809	41.58453	36.11598	42.27192	47.70052	54.43239	35.44568	46.77351	48.8217	68.69115	45.95934	7.155378	5.988133	5.617885	9.690263	6.309751	6.275835	19.78925	10.33682	7.028419	13.74986	12.26708	7.705364	7.050731	4.648748	4.759892	6.872375	48.93704	34.226	31.03524	37.19668	35.26642	33.25135	34.86613	29.75463	27.04327	31.74133	29.57836	24.33211	24.99302	24.1315	27.77708	29.41436	6.218156	5.722466	4.213984	2.994999	5.120261	8.695982	10.06472	3.17805	5.891219	9.143456	3.601211	2.295535	3.054542	3.152009	3.003011	3.56308	24.42253	17.96005	14.99074	18.69882	19.01167	17.26161	26.71531	16.09996	18.68907	24.51694	18.49553	17.76684	18.82377	12.49862	11.26548	19.13261	2.215268	3.140542	3.332298	1.871753	2.416625	5.29675	3.0734	1.054446	1.161652	2.275088	0.8490135	1.021427	0.8217286	0.7617706	0.3731487	1.302912
8/18/16 14:00	44	60.00883	47.13106	41.01466	39.53614	60.12177	68.23801	57.8873	47.0952	50.09091	66.45454	74.50208	53.16891	46.09843	58.43419	64.99226	46.17767	9.931337	6.868507	7.761317	11.18845	9.928366	9.674375	22.00742	12.79364	9.058771	18.35246	14.5988	11.09147	5.279896	6.619972	6.082353	7.955071	52.57073	37.10537	34.02596	36.61996	57.09252	41.93861	51.39941	39.65821	41.41232	48.78434	47.20415	37.70694	25.992	30.83776	37.29413	28.02968	5.795204	6.580942	6.284814	2.554224	9.298327	10.04697	16.88149	5.394563	6.359348	10.413	6.097895	4.427359	3.521565	3.575168	3.165824	2.995897	25.14106	20.91256	19.2854	23.47135	31.99899	32.52804	40.3051	21.82499	24.23374	29.42397	24.90308	25.60213	18.30225	15.79575	15.91084	18.3504	2.734789	2.960115	4.066161	1.654716	2.949339	9.99047	2.87232	1.832449	0.9086261	3.034925	1.463238	2.071176	0.9191257	0.9893069	1.636273	1.657065
8/18/16 16:00	46	56.78968	39.36443	34.92063	41.91367	73.63161	59.22248	51.78677	64.56494	65.95283	70.31411	90.03474	74.58755	48.92697	50.33652	58.53898	47.77776	8.799111	7.804005	8.592505	8.912328	19.94204	9.932925	21.98234	18.15919	15.20475	18.06269	20.394	18.45104	5.003246	6.30913	9.279534	10.07253	44.23457	30.42054	27.61321	42.32869	62.3937	41.96734	46.07047	60.69656	52.46417	47.32027	71.9981	47.87764	25.52449	32.90106	36.5987	24.29224	6.159441	6.06004	3.470587	3.495524	10.5973	10.46536	12.28524	7.421323	11.06722	10.08925	7.312732	7.098115	3.043836	3.9765	3.506093	3.230134	20.86482	18.26723	15.61505	23.84249	51.82228	24.64198	40.68559	44.09767	40.41418	37.63642	37.63566	48.03093	21.13796	17.90272	16.74286	20.42385	2.585724	2.861889	3.151594	1.937168	5.307319	6.457091	3.585461	2.992857	2.722563	5.798104	1.908916	2.241724	1.361558	1.791625	1.289304	1.446314
